model,price,reviews,sells,url,vendor
TL-WA855RE,188,(1816),1,https://produto.mercadolivre.com.br/MLB-2707179620-repetidor-rede-wi-fi-tp-link-wa855re-300mbps-com-2-antenas-_JM,TP-Link
MF25,1139.05,(48),11,https://produto.mercadolivre.com.br/MLB-1521290106-kit-4-modens-roteador-3g-wifi-zte-mf25b-desbloqueado-_JM,ZTE
TL-WR949N,208,(2462),2,https://produto.mercadolivre.com.br/MLB-2030232508-roteador-tp-link-tl-w-r949n-wi-fi-wireless-450mbps-3-antenas-_JM,TP-Link
AC1750,548,(1152),6,https://produto.mercadolivre.com.br/MLB-2029094753-repetidor-de-sinal-tp-link-re450-1750mbps-wifi-ac-dual-band-_JM,TP-Link
Archer,256.50,(6703),11,https://produto.mercadolivre.com.br/MLB-1097130675-roteador-wireless-tp-link-ac1350-archer-c60-dual-band-_JM,TP-Link
LV-WR09,145.94,(5358),90,https://produto.mercadolivre.com.br/MLB-707585339-repetidor-wi-fi-wireless-n-ap-extensor-sinal-router-wifi-_JM,Pix-Link
TL-WA850RE,171.28,(4936),18,https://produto.mercadolivre.com.br/MLB-874819479-repetidor-expansor-tp-link-wi-fi-network-300mbps-tl-wa850re-_JM,TP-Link
Deco,1290,(648),3,https://produto.mercadolivre.com.br/MLB-1820007038-roteador-tp-link-deco-m4-wireless-ac1200-sistema-mesh-3-pack-_JM,TP-Link
300mbps,85.87,(11),2,https://produto.mercadolivre.com.br/MLB-2150491964-repetidor-amplificador-de-sinal-wifi-300mbps-botao-wps-_JM,Knup
RE163V,178.55,(349),31,https://produto.mercadolivre.com.br/MLB-1631070542-o-melhor-roteador-wireless-n-300mbps-3-antenas-multilaser-_JM,Multilaser
Super Ap,249.90,(4),1,https://produto.mercadolivre.com.br/MLB-2782198918-roteador-super-ap-gts-network-24ghz-5ghz-dual-band-gigabit-_JM,Nobrand
"AC5 - Roteador Wireless, Roteador Rápido, Repetidor de sinal, Repetidor Wireless",179.90,(50),4,https://produto.mercadolivre.com.br/MLB-2760290189-roteador-wifi-fast-mu-mimo-4-antenas-dualband-ac5-1200-tenda-_JM,Tenda
Mi,109,(1074),1,https://produto.mercadolivre.com.br/MLB-2722650998-repetidor-xiaomi-mi-wi-fi-range-ext-pro-r03-preto-100v240v-_JM,Xiaomi
LV-WR09,135,(423),1,https://produto.mercadolivre.com.br/MLB-2072948083-repetidor-wifi-300mps-4-antenas-amplificador-sinal-pix-link-_JM,Pix-Link
Deco,1350.20,(648),1,https://produto.mercadolivre.com.br/MLB-1676888440-kit-2-pecas-repetidor-giga-wi-fi-mesh-deco-m4-ac1200-tplink-_JM,TP-Link
UniFi,1280,(581),2,https://produto.mercadolivre.com.br/MLB-2661938209-ubnt-u6-lite-unifi-ap-ac-2x2-wifi-6-15gbps-com-fonte-_JM,Ubiquiti
Adaptador Powerline,449.50,(85),3,https://produto.mercadolivre.com.br/MLB-2690306304-wpa4220-kit-tp-link-starter-kit-powerline-av600-wireless-_JM,TP-Link
WS5200,358,(185),3,https://produto.mercadolivre.com.br/MLB-2170184928-roteador-wireless-wi-fi-huawei-ws5200-gigabit-ac1300-_JM,Huawei
Adaptador Powerline,270.95,(811),3,https://produto.mercadolivre.com.br/MLB-1298626535-powerline-tp-link-tl-wpa4220-extender-300mbps-wifi-av600-_JM,TP-Link
TL-WR829N,113.99,(470),9,https://produto.mercadolivre.com.br/MLB-2014286861-roteador-access-point-repetidor-tp-link-wr829n-300mbps-wifi-_JM,TP-Link
ACtion,356.24,(2204),12,https://produto.mercadolivre.com.br/MLB-2043241177-roteador-controle-de-acessos-wifi-gigabit-intelbras-rg1200-_JM,Intelbras
LV-WR09,95.99,(423),1,https://produto.mercadolivre.com.br/MLB-2207173067-repetidor-wi-fi-roteador-2800mts-4-antenas-sem-fio-wifi-rot-_JM,Pix-Link
Archer,563.88,(6),2,https://produto.mercadolivre.com.br/MLB-2039514934-roteador-gpon-wireless-tp-link-archer-xr500v-preto-_JM,TP-Link
TL-WA855RE,199,(260),4,https://produto.mercadolivre.com.br/MLB-1469660249-repetidor-extensor-wi-fi-2-antenas-tp-link-tl-wa-855re-wifi-_JM,TP-Link
DIR-842,259.90,(816),2,https://produto.mercadolivre.com.br/MLB-2780426581-roteador-wireless-d-link-ac1200-dir-842-dual-band-gigabit-_JM,D-Link
Archer,478,(543),14,https://produto.mercadolivre.com.br/MLB-1850708215-roteador-wi-fi-tp-link-archer-c80-ac1900-mu-mimo-1900mbps-_JM,TP-Link
3G,1089,(8),97,https://produto.mercadolivre.com.br/MLB-1648392984-kit-internet-rural-4g-3g-rot-wifi-ant-ext-tel-s-fio-_JM,Aquário
Archer,423.36,(2417),1,https://produto.mercadolivre.com.br/MLB-2789115816-roteador-wireless-tp-link-archer-c6-ac1200-867mbps-_JM,TP-Link
LV-WR09 Repetidor Roteador WiFi repetidor de sinal repetidor wifi multiplicador de sinal repetidor wifi repetidor de internet multiplicador de sinal,129.98,(5358),409,https://produto.mercadolivre.com.br/MLB-1811697803-repetidor-wifi-4-antenas-amplificador-de-sinal-500mbs-link-_JM,Pix-Link
Kit com 2 Twibi Giga acess point 2.4 GHz 5 GHz velocidade 1167 Mbp alta qualidade,899,(454),2,https://produto.mercadolivre.com.br/MLB-2717457027-roteador-sistema-wi-fi-mesh-intelbras-twibi-giga-2-unidades-_JM,Intelbras
AC12G,239,(671),1,https://produto.mercadolivre.com.br/MLB-2057155641-roteador-wifi-ac12g-mercusys-gigabit-dual-band-4-antenas-_JM,Mercusys
MW301R,64,(1268),34,https://produto.mercadolivre.com.br/MLB-1892961211-roteador-wireless-300-mbps-mercusys-mw301r-_JM,Mercusys
DAP-1610,219.90,(144),1,https://produto.mercadolivre.com.br/MLB-2696299625-repetidor-wifi-ac1200-d-link-dap-1610-branco-100v240v-novo-_JM,D-Link
EC220-G5,328,(482),5,https://produto.mercadolivre.com.br/MLB-2030210282-roteador-wireless-tp-link-ac1200-dual-band-ec220-g5-gigabit-_JM,TP-Link
TL-WA855RE,188,(1816),1,https://produto.mercadolivre.com.br/MLB-2029107167-repetidor-de-sinal-wi-fi-tp-link-855re-300mbps-com-2-antenas-_JM,TP-Link
sse,167.99,(16),244,https://produto.mercadolivre.com.br/MLB-693464104-roteador-wireless-300mbps-ap-replicador-amplificador-melhor-_JM,Black n
AirPlus G,99.90,(12),2,https://produto.mercadolivre.com.br/MLB-2163951274-roteador-d-link-150mbps-wireless-1-antena-di-524-lacrado-_JM,D-Link
TL-WA850RE,149.99,(8811),15,https://produto.mercadolivre.com.br/MLB-2613041877-repetidor-de-sinal-wifi-wireless-tp-link-tl-wa850re-300mbps-_JM,TP-Link
TL-WR840N,116.99,(1707),5,https://produto.mercadolivre.com.br/MLB-2722067519-roteador-tp-link-300mbps-wireless-tl-wr840n-w-_JM,TP-Link
ZTE 3G 3G+ 4G 4G+,639.99,(5),59,https://produto.mercadolivre.com.br/MLB-1226630016-wifi-veicular-12110220v-onibus-barcos-motorhome-32usuarios-_JM,ZTE
Twibi Giga,439,(454),32,https://produto.mercadolivre.com.br/MLB-1951503429-roteador-wi-fi-5-mesh-ac-1200-twibi-giga-intelbras-5gb-_JM,Intelbras
Bullet,400,(45),1,https://produto.mercadolivre.com.br/MLB-2717293083-pack-3-ubiquiti-nanostation-5-airmax-cpe-58ghz-14dbi-nano-5-_JM,Ubiquiti
Twibi Fast,267.90,(214),6,https://produto.mercadolivre.com.br/MLB-2073458194-roteador-twibi-fast-wi-fi-5-mesh-intelbras-_JM,Intelbras
AP 310,384.66,(122),1,https://produto.mercadolivre.com.br/MLB-2655546246-roteador-wi-fi-access-point-ap-310-com-gerenciamento-_JM,Intelbras
TL-WA850RE,199.90,(8811),1,https://produto.mercadolivre.com.br/MLB-907021010-repetidor-de-sinal-wireless-wi-fi-300mbps-tp-link-tl-wa850re-_JM,TP-Link
ACtion,337.10,(1809),6,https://produto.mercadolivre.com.br/MLB-1648172877-roteador-intelbras-wireless-action-rf-1200-dual-band-preto-_JM,Intelbras
Repetidor,279.89,(928),8,https://produto.mercadolivre.com.br/MLB-2077289961-repetidor-wireless-dual-band-245ghz-mesh-ac750-re200-_JM,TP-Link
Deco,1748,(1235),24,https://produto.mercadolivre.com.br/MLB-2029287273-roteador-tp-link-deco-m5-ac1300-dual-band-mesh-gigabit-3pack-_JM,TP-Link
Mi,122.45,(1074),18,https://produto.mercadolivre.com.br/MLB-1959879469-amplificador-de-wifi-300mbps-pro-xiaomi-original-promoco-_JM,Xiaomi
ACtion,166.60,(5),51,https://produto.mercadolivre.com.br/MLB-1118289792-adaptador-wireless-wi-fi-dual-band-action-a1200-intelbras-_JM,Intelbras
Space,319.90,(10),1,https://produto.mercadolivre.com.br/MLB-2670509407-roteador-easymesh-ac1200-gb-zte-space-s-zt196-_JM,ZTE
Archer,319,(3443),7,https://produto.mercadolivre.com.br/MLB-1973015477-roteador-tp-link-archer-c60-wireless-ac1350-dual-band-_JM,TP-Link
TL-WR829N,99.52,(470),25,https://produto.mercadolivre.com.br/MLB-1589374653-roteador-tp-link-wireless-multimodo-300-mbps-tl-wr829n-_JM,TP-Link
LV-WR09,126.90,(5358),10,https://produto.mercadolivre.com.br/MLB-1578314842-repetidor-wifi-amplificador-sinal-extensor-4-antenas-wireles-_JM,Pix-Link
Nest Wifi,3299,(23),1,https://produto.mercadolivre.com.br/MLB-2608058066-sistema-wi-fi-mesh-google-wifi-nest-snow-pack-c3-ga00823-us-_JM,Google
Archer,217.17,(44),21,https://produto.mercadolivre.com.br/MLB-1812813930-roteador-tp-link-wi-fi-ac1200-dual-band-archer-c54-_JM,TP-Link
Mi,198.90,(105),1,https://produto.mercadolivre.com.br/MLB-2143547624-roteador-wi-fi-xiaomi-mi-router-4c-300mbps-4-antenas-_JM,Xiaomi
GF 1200,179,(175),1,https://produto.mercadolivre.com.br/MLB-2741894984-roteador-wireless-dual-band-ac-w5-1200f-intelbras-_JM,Intelbras
Deco,2398,(71),21,https://produto.mercadolivre.com.br/MLB-1845835905-roteador-mesh-tp-link-deco-x60-wifi6-3000mbps-pack-com-2-_JM,TP-Link
Asics,144.82,(34),1,https://produto.mercadolivre.com.br/MLB-2677232667-repetidor-extensor-de-alcance-universal-wifi-300mbps-a9-_JM,813 - tenda
Roteadores,274.99,(523),13,https://produto.mercadolivre.com.br/MLB-1928660531-roteador-wi-fi-1200mbps-porta-gigabit-greatek-gwr1200ac-_JM,Greatek
Smart Mesh,749,(21),3,https://produto.mercadolivre.com.br/MLB-1681696150-roteador-wireless-d-link-exo-smart-mesh-ac1300-mbps-dir-1360-_JM,D-Link
Claro VIVO TIM OI,399,(23),615,https://produto.mercadolivre.com.br/MLB-1218061959-modem-roteador-b681-wifi-3g-2g-chip-entrada-antena-rural-_JM,Huawei
Kit Roteador Wi-Fi 5 Mesh – Twibi Giga+ - roteador mesh - roteador intelbras -  roteador wifi - roteador 360m² - roteador gigabit - roteador 100 megas - roteador dual band,915.90,(4),137,https://produto.mercadolivre.com.br/MLB-1817151307-conjunto-roteador-wi-fi-5-mesh-ac-1200-twibi-giga-intelbras-_JM,Intelbras
RE200,198,(102),25,https://produto.mercadolivre.com.br/MLB-2166623526-repetidor-de-sinal-wi-fi-tp-link-ac750-re200-bivolt-branco-_JM,TP-Link
LV-WR09,119.85,(423),4,https://produto.mercadolivre.com.br/MLB-2224124953-repetidor-de-sinal-e-roteador-wifi-4-antenas-2800m-orignal-_JM,Pix-Link
TL-WR840N,123.49,(2505),92,https://produto.mercadolivre.com.br/MLB-1780767287-roteador-repetidor-n300-wifi-300mbps-tp-link-tl-wr840nw-v6-_JM,TP-Link
Archer,820,(7),3,https://produto.mercadolivre.com.br/MLB-1529950866-roteador-wireless-dual-band-gigabit-ac1750-acher-c7-_JM,TP-Link
MW300RE,173.96,(192),4,https://produto.mercadolivre.com.br/MLB-1351543479-repetidor-wireless-mercusys-mw300re-300mbps-com-2-antenas-_JM,Mercusys
LV-WR09,99.49,(423),6,https://produto.mercadolivre.com.br/MLB-2631153372-expansor-wifi-4-antenas-amplificador-de-sinal-2800m-pixlink-_JM,Pix-Link
Mi,113.52,(1074),13,https://produto.mercadolivre.com.br/MLB-2012200444-modem-roteador-wifi-xiaomi-cobertura-ampla-p-ambientes-_JM,Xiaomi
Archer,192.64,(44),21,https://produto.mercadolivre.com.br/MLB-2170188265-roteador-tp-link-archer-c54-ac1200-wireless-dual-band-245g-_JM,TP-Link
RF 301K,159.90,(1093),2,https://produto.mercadolivre.com.br/MLB-1800055681-roteador-wireless-2-antenas-intelbras-repetidor-barato-300mb-_JM,Intelbras
RT-AC59U,307.33,(105),53,https://produto.mercadolivre.com.br/MLB-1663140147-roteador-asus-rtac59u-ac1500-dband-4ant-wifi-mumimo-gig-ipv6-_JM,Asus
LV-WR09,109.90,(5358),17,https://produto.mercadolivre.com.br/MLB-1935947153-repetidor-de-sinal-wifi-expansor-wireless-300m-internet-_JM,Pix-Link
MW301R,98.90,(1268),19,https://produto.mercadolivre.com.br/MLB-1980749999-roteador-wireless-n-mercury-300-mbps-mw301r-branco-24hz-_JM,Mercusys
Huawei,387.89,(7),89,https://produto.mercadolivre.com.br/MLB-699274418-huawei-b681-2g-3g-wifi-chip-direto-n-aparelho-modem-roteador-_JM,Huawei
Deco,529,(1235),59,https://produto.mercadolivre.com.br/MLB-2642282243-access-point-roteadorwi-fi-mesh-tp-link-deco-m5-branco-_JM,TP-Link
RE160V,99.90,(324),41,https://produto.mercadolivre.com.br/MLB-1850932577-roteador-wi-fi-2-antenas-300mbps-24ghz-bivolt-multilaser-_JM,Multilaser
"Repetidor Roteador WiFi LV-WR09 Bivolt RJ45, Repetidor, Repetidor Wifi, Amplificador de Sinal",134.90,(5358),5361,https://produto.mercadolivre.com.br/MLB-1630995615-repetidor-wifi-4-antenas-amplificador-de-sinal-2800m-pixlink-_JM,Pix-Link
Nest Wifi,2816,(23),116,https://www.mercadolivre.com.br/sistema-wi-fi-mesh-roteador-access-point-google-nest-wifi-snow-220v-3-unidades/p/MLB16001332?pdp_filters=category:MLB5867,Google
Deco,2878.88,(71),5,https://produto.mercadolivre.com.br/MLB-2719528536-roteador-sistema-mesh-wi-fi-6-tp-link-deco-x60-ax3000-pack-3-_JM,TP-Link
TL-WPA4220,504,(4),105,https://produto.mercadolivre.com.br/MLB-1772697600-kit-extensor-wifi-tp-link-powerline-av600-tl-wpa4220tkit-_JM,TP-Link
DIR-822,224.99,(369),7521,https://www.mercadolivre.com.br/roteador-d-link-dir-822-preto-100v240v/p/MLB6262653?pdp_filters=category:MLB5867,D-Link
LV-WR09,114.90,(5358),872,https://produto.mercadolivre.com.br/MLB-1392639855-repetidor-wifi-4-antenas-pixlink-ampliador-de-sinal-1200mb-_JM,Pix-Link
"Repetidor, Amplificador, Extensor, Sinal Wifi, Wi Fi, Internet, 2.4 Ghz, Potente",74.95,(19),545,https://produto.mercadolivre.com.br/MLB-2054331732-repetidor-wifi-extensor-de-sinal-amplificado-600-mbps-barato-_JM,Casa e Pet Mix
LV-WR08,78.99,(240),5933,https://www.mercadolivre.com.br/roteador-pix-link-lv-wr08-branco/p/MLB15305515?pdp_filters=category:MLB5867,Pix-Link
Deco,1490,(1235),320,https://produto.mercadolivre.com.br/MLB-1898943068-access-point-roteador-wi-fi-mesh-tp-link-deco-m5-3-unid-_JM,TP-Link
Deco,467,(13),537,https://produto.mercadolivre.com.br/MLB-1288862550-tp-link-deco-m5-whole-home-wi-fi-ac1300-dual-band-1-peca-_JM,TP-Link
2 Antenas,84.99,(5),151,https://produto.mercadolivre.com.br/MLB-2121413420-roteador-repetidor-wirelles-1200mbps-2-antena-amplificador-_JM,TP-Link
Mi,93.60,(1074),46,https://produto.mercadolivre.com.br/MLB-2794331666-roteador-repetidor-sinal-wireles-xiaomi-mi-wifi-extender-pro-_JM,Xiaomi
TL-WA850RE,154.49,(8811),48,https://produto.mercadolivre.com.br/MLB-2031873467-repetidor-de-sinal-wifi-wireless-tp-link-tl-wa850re-300mbps-_JM,TP-Link
RE305,321.22,(8),231,https://www.mercadolivre.com.br/access-point-range-extender-sistema-wi-fi-mesh-tp-link-re305-v3-branco/p/MLB17944102?pdp_filters=item_id:MLB2068531039,TP-Link
RE305,321.22,(738),197,https://produto.mercadolivre.com.br/MLB-1636545360-repetidor-tp-link-wi-fi-ac1200-re305-_JM,TP-Link
Archer,291,(2417),61598,https://www.mercadolivre.com.br/access-point-roteador-tp-link-archer-c6-preto-220v/p/MLB14591620?pdp_filters=item_id:MLB2805705096,TP-Link
MW325R,119.89,(245),91,https://produto.mercadolivre.com.br/MLB-1731685769-roteador-wireless-n-otimizado-300mbps-mw325r-_JM,Mercusys
ACtion,189,(363),6014,https://www.mercadolivre.com.br/roteador-intelbras-action-r1200-preto-110v220v/p/MLB10503881?pdp_filters=item_id:MLB1901642431,Intelbras
REPETIDOR WIFI,78.30,(13),82,https://produto.mercadolivre.com.br/MLB-1823641809-repetidor-de-sinal-wifi-rede-roteador-roteador-potente-600mb-_JM,KAPM
REPETIDOR WI-FI,63.90,(64),1552,https://produto.mercadolivre.com.br/MLB-1930081891-repetidor-de-sinal-amplificador-wireless-wifi-300mbps-barato-_JM,WIRELESS
Kit Twibi Giga+,400.90,(412),226,https://www.mercadolivre.com.br/roteador-sistema-wi-fi-mesh-intelbras-kit-twibi-giga-branco-100v240v/p/MLB19461111?pdp_filters=category:MLB5867,Intelbras
TL-MR3020,360,(4),69,https://produto.mercadolivre.com.br/MLB-2191452766-roteador-wi-fi-tp-link-3g4g-modem-usb-zte-mf190-_JM,TP-Link
Archer,169.99,(5532),29,https://produto.mercadolivre.com.br/MLB-2047856451-roteador-tp-link-archer-c20w-ac750-wisp-preset-wireless-dual-_JM,TP-Link
WA850RE,174.99,(8811),217,https://produto.mercadolivre.com.br/MLB-1510686979-repetidor-de-internet-wiffi-para-roteador-300-mbps-tp-link-_JM,TP-Link
Space,257.65,(17),217,https://www.mercadolivre.com.br/sistema-wi-fi-mesh-roteador-zte-space-zt196-branco-110v220v/p/MLB18569280?pdp_filters=category:MLB5867,ZTE
Archer,349.90,(382),601,https://produto.mercadolivre.com.br/MLB-2199578978-roteador-tp-link-archer-c6-ac1200-wireless-gigabite-dual-_JM,TP-Link
900MB,59.90,(18),353,https://produto.mercadolivre.com.br/MLB-2015399844-repetidor-amplificador-de-sinal-wifi-900mbps-botao-wps-_JM,R3SEG
Wireless,51.99,(93),2263,https://produto.mercadolivre.com.br/MLB-2025806600-repetidor-dr4-300m-branco-110v220v-bivolt-_JM,Ohpro
Archer,289.99,(6703),35,https://produto.mercadolivre.com.br/MLB-1520140542-roteador-tp-link-wireless-dual-band-ac-1350-archer-c60-_JM,TP-Link
Auranet,768.79,(20),1046,https://www.mercadolivre.com.br/access-point-tp-link-auranet-eap225-branco/p/MLB15997858?pdp_filters=category:MLB5867,TP-Link
300mbps,59.99,(22),798,https://produto.mercadolivre.com.br/MLB-1883583441-roteador-repetidor-wireless-n-sinal-wifi-repeater-300mbps-_JM,BAISEC
Deco M5,924.21,(98),12,https://produto.mercadolivre.com.br/MLB-1928978565-roteador-tp-link-wireless-ac1300-cx-2-un-deco-m5-_JM,TP-Link
REPETIDOR WI-FI,68.99,(9),269,https://produto.mercadolivre.com.br/MLB-2150907178-roteador-repetidor-wireless-sinal-wifi-repeater-300mbps-nf-e-_JM,WIRELESS
EC220-G5,240.19,(482),93,https://produto.mercadolivre.com.br/MLB-1671373020-roteador-tp-link-wireless-ac1200-dual-band-ec220-g5-_JM,TP-Link
TL-WR849N,97,(3587),26860,https://www.mercadolivre.com.br/roteador-tp-link-tl-wr849n-branco-e-prata-110v220v/p/MLB8063126?pdp_filters=category:MLB5867,TP-Link
DAP-1610,190,(144),1824,https://www.mercadolivre.com.br/repetidor-d-link-dap-1610-branco-100v240v/p/MLB15306587?pdp_filters=item_id:MLB2663230768,D-Link
Deco X20,2413.82,(58),527,https://www.mercadolivre.com.br/access-point-roteador-sistema-wi-fi-mesh-tp-link-deco-x20-branco-220v-3-unidades/p/MLB16139810?pdp_filters=category:MLB5867,TP-Link
Archer,208.90,(769),245,https://produto.mercadolivre.com.br/MLB-2662769686-roteador-tp-link-archer-c50-wi-fi-ac1200-dual-band-_JM,TP-Link
Deco,21.90,(21),1095,https://produto.mercadolivre.com.br/MLB-1814119105-suporte-de-parede-triangular-para-roteador-tp-link-m5-oferta-_JM,Impressionante3D
DR4 300M,60.80,(1390),954,https://produto.mercadolivre.com.br/MLB-1655452290-repetidor-de-sinal-wifi-preco-bom-expansor-wireless-internet-_JM,DHJ
Halo S12,317.98,(24),32,https://produto.mercadolivre.com.br/MLB-1811826936-roteador-mercusys-halo-s12-ac1200-sistema-wifi-mesh-2-pack-_JM,Mercusys
Deco X20,1397,(58),432,https://www.mercadolivre.com.br/access-point-roteador-sistema-wi-fi-mesh-tp-link-deco-x20-branco-220v-2-unidades/p/MLB16139811?pdp_filters=category:MLB5867,TP-Link
ACtion,237.40,(1809),39,https://produto.mercadolivre.com.br/MLB-2668309481-roteador-repetidor-5g-wifi-wireless-action-rf-1200-intelbras-_JM,Intelbras
ACtion,347,(2204),262,https://produto.mercadolivre.com.br/MLB-1984721221-roteador-dual-band-wifi-giga-action-rg-1200-intelbras-_JM,Intelbras
Wifi,241.25,(6),174,https://produto.mercadolivre.com.br/MLB-2606086886-repetidor-range-extender-tp-link-bivolt-_JM,TP-Link
Archer,704.85,(143),43,https://produto.mercadolivre.com.br/MLB-2015087534-roteador-wifi-6-dual-band-gigabit-archer-ax50-_JM,TP-Link
MD-4000,589.90,(5),168,https://produto.mercadolivre.com.br/MLB-1756825771-modem-celular-wifi-4g-heptaband-md-4000-aquario-_JM,Aquário
Deco,2637.90,(27),899,https://www.mercadolivre.com.br/sistema-wi-fi-mesh-wmm-tp-link-deco-deco-m9-plus-v2-branco-220v-3-unidades/p/MLB18467282?pdp_filters=category:MLB5867,TP-Link
AC6,229.74,(448),4467,https://www.mercadolivre.com.br/roteador-repetidor-tenda-ac6-preto-110v220v/p/MLB8059378?pdp_filters=category:MLB5867,Tenda
Mi,540,(9),147,https://produto.mercadolivre.com.br/MLB-2077726941-roteador-xiaomi-ax3000-wifi-6-_JM,Xiaomi
Kit Roteador Twibi Giga +,1344.50,(5),180,https://produto.mercadolivre.com.br/MLB-1979768919-kit-3-unidades-roteador-wi-fi-5-mesh-ac-1200-twibi-giga-_JM,Intelbras
AX3 Quad-Core,518,(253),58,https://produto.mercadolivre.com.br/MLB-2166662013-roteador-huawei-ax3-ws7200-quad-core-dual-band-wifi-6-plus-_JM,Huawei
Deco E4,400,(449),1775,https://www.mercadolivre.com.br/access-point-roteador-sistema-wi-fi-mesh-tp-link-deco-e4-branco-100v240v/p/MLB15466435?pdp_filters=category:MLB5867,TP-Link
TL-WPA4220,588,(811),64,https://produto.mercadolivre.com.br/MLB-1736694267-extensor-wi-fi-power-line-tp-link-tl-wpa4220-t-kit-pack-3un-_JM,TP-Link
TL-WPA4220T - Extensor Powerline,618,(4),116,https://produto.mercadolivre.com.br/MLB-1813478569-repetidor-wi-fi-pela-rede-eletrica-tp-link-av600-wpa4220-_JM,TP-Link
RE200,199,(928),14,https://produto.mercadolivre.com.br/MLB-2704947848-repetidor-wi-fi-tp-link-dual-band-re200-v4-ac750-bivolt-_JM,TP-Link
300mbps,59.99,(36),973,https://produto.mercadolivre.com.br/MLB-1726035873-repetidor-amplificador-de-sinal-wifi-300mbps-botao-wps-_JM,7evenBrasil
PowerBeam,816,(21),663,https://produto.mercadolivre.com.br/MLB-704406563-ubiquiti-powerbeam-m5-25dbi-pbe-m5-400-_JM,Ubiquiti
Archer,1000,(69),741,https://www.mercadolivre.com.br/roteador-tp-lin-arcrer-ax73-wi-fi-6-ax5400-wireless-dualband-cor-preto-voltagem-110v220v/p/MLB19592059?pdp_filters=category:MLB5867,TP-Link
TL-WA855RE,168,(9),264,https://produto.mercadolivre.com.br/MLB-1400052076-repetidor-e-extensor-de-sinal-wi-fi-tp-link-wa-855re-300mbps-_JM,TP-Link
ACtion,356.24,(2204),185,https://produto.mercadolivre.com.br/MLB-1921744429-roteador-wireless-action-rg1200-gigabit-dual-ac1200-mbps-_JM,Intelbras
WS5800,1499,(44),124,https://www.mercadolivre.com.br/sistema-wi-fi-mesh-roteador-huawei-ws5800-branco-100v240v-3-unidades/p/MLB16589781?pdp_filters=category:MLB5867,Huawei
Archer,201.83,(85),989,https://www.mercadolivre.com.br/roteador-wmm-range-extender-access-point-tp-link-archer-c50-v6-branco-220v/p/MLB18735760?pdp_filters=category:MLB5867,TP-Link
Archer,428.99,(284),599,https://produto.mercadolivre.com.br/MLB-1322211614-roteador-tplink-archer-c7-verso-50-ac1750-wireless-_JM,TP-Link
Mi,871.20,(28),88,https://produto.mercadolivre.com.br/MLB-2188039277-roteador-xiaomi-ax6000-aiot-6000-mbs-wi-fi6-vpn-512mb-_JM,Xiaomi
1200mbps,84.99,(141),1933,https://produto.mercadolivre.com.br/MLB-743960836-roteador-repetidor-wirelles-1200mbps-2-antena-amplificador-_JM,Roteador Repetidor
Deco,480,(21),115,https://www.mercadolivre.com.br/access-point-roteador-sistema-wi-fi-mesh-tp-link-deco-deco-m4-v1-branco-e-preto-100v240v/p/MLB18383590?pdp_filters=category:MLB5867,TP-Link
300mbps,73.89,(5),241,https://produto.mercadolivre.com.br/MLB-2190354146-repetidor-de-sinal-amplificador-wifi-wireless-300mbps-_JM,WiFi Repeater
REPETIDOR WI-FI,58.94,(77),2606,https://produto.mercadolivre.com.br/MLB-1929056583-roteador-repetidor-wireless-sinal-wifi-repeater-300mbps-_JM,WIRELESS
TL-WPA4220,517,(7),224,https://produto.mercadolivre.com.br/MLB-1842440028-extensor-wireless-powerline-tp-link-tl-wpa4220-tkit-pack-3un-_JM,TP-Link
Deco,896,(1235),18,https://produto.mercadolivre.com.br/MLB-2192897533-access-point-roteador-sistema-wi-fi-mesh-tp-link-deco-m5-_JM,TP-Link
Deco,505,(1235),47,https://produto.mercadolivre.com.br/MLB-1923217209-access-point-roteador-wi-fi-mesh-tp-link-deco-m5-branco-_JM,TP-Link
Deco,3298,(71),71,https://produto.mercadolivre.com.br/MLB-1889915869-roteador-sistema-mesh-wi-fi-6-tp-link-deco-x60-ax3000-pack-3-_JM,TP-Link
Deco,2836.54,(27),42,https://produto.mercadolivre.com.br/MLB-2065840664-tp-link-deco-m9-plus-3-un-mesh-wi-fi-ac2200-tri-band-v2-biv-_JM,TP-Link
Archer,402,(284),2583,https://www.mercadolivre.com.br/roteador-wds-bridge-wmm-tp-link-archer-c7-v5-preto-220v/p/MLB18107776?pdp_filters=category:MLB5867,TP-Link
IWR 1000N,120,(49),1019,https://www.mercadolivre.com.br/roteador-access-point-intelbras-iwr-1000n-branco-100v240v/p/MLB8734630?pdp_filters=category:MLB5867,Intelbras
RE200,179.90,(928),67,https://produto.mercadolivre.com.br/MLB-2138241269-repetidor-extensor-sinal-wi-fi-tp-link-re200-dual-band-ac750-_JM,TP-Link
Archer,237.88,(6703),371,https://produto.mercadolivre.com.br/MLB-886902196-roteador-tp-link-wifi-dual-band-ac1350-archer-c60-5-antenas-_JM,TP-Link
HZ-WR-03,59.99,(24),532,https://produto.mercadolivre.com.br/MLB-1763578777-repetidor-de-sinal-wifi-expansor-wireless-300m-internet-haiz-_JM,Haiz
IWE 3000N,1430,(712),81,https://produto.mercadolivre.com.br/MLB-1354476884-repetidor-de-sinal-wireless-iwe-3000n-intelbras-promoco-_JM,Intelbras
